Date,Start_Hour,End_Hour,Source,Production
5/15/2021,4,5,Wind,4140
2/13/2021,18,19,Wind,6179
8/20/2023,3,4,Wind,1018
3/17/2025,9,10,Solar,9414
4/15/2023,19,20,Wind,10025
10/6/2022,6,7,Wind,1907
12/20/2023,1,2,Wind,8716
4/20/2025,21,22,Wind,3971
11/28/2024,6,7,Wind,2505
9/7/2025,5,6,Wind,6061
8/19/2024,14,15,Solar,9521
11/20/2022,17,18,Wind,9046
2/9/2021,3,4,Wind,2115
5/10/2021,16,17,Wind,7215
12/23/2020,0,1,Wind,7054
9/12/2020,12,13,Solar,4331
10/11/2024,5,6,Wind,622
1/21/2024,16,17,Wind,14424
6/30/2023,15,16,Wind,9841
2/17/2023,2,3,Wind,7016
8/3/2023,15,16,Wind,12675
12/28/2023,20,21,Wind,13984
5/10/2020,12,13,Wind,2636
11/3/2025,18,19,Wind,8937
2/3/2025,21,22,Wind,1946
2/24/2024,0,1,Wind,6656
9/6/2020,0,1,Wind,2406
8/19/2020,14,15,Wind,7727
2/22/2021,20,21,Wind,5302
9/6/2021,11,12,Solar,4607
4/5/2024,7,8,Wind,14615
12/24/2020,7,8,Wind,11043
4/11/2023,21,22,Wind,8468
5/6/2025,23,0,Wind,9254
3/10/2023,19,20,Wind,6183
7/27/2024,13,14,Solar,6448
8/15/2022,9,10,Wind,4944
1/24/2024,8,9,Wind,15725
6/11/2024,6,7,Wind,1917
10/5/2024,20,21,Wind,7671
5/22/2020,6,7,Wind,3939
12/31/2021,0,1,Wind,5685
7/26/2025,4,5,Wind,2368
1/25/2020,11,12,Solar,2622
11/30/2021,8,9,Wind,11135
6/2/2022,20,21,Wind,2050
12/12/2024,21,22,Wind,3531
8/25/2024,16,17,Solar,4862
1/2/2020,12,13,Wind,4169
9/7/2023,5,6,Wind,2215
7/17/2023,21,22,Wind,1150
6/4/2025,11,12,Solar,6538
9/12/2022,23,0,Wind,2700
9/16/2020,0,1,Wind,800
4/6/2020,14,15,Wind,6087
3/6/2022,21,22,Wind,7693
12/20/2022,5,6,Wind,13622
3/19/2023,18,19,Wind,3522
5/14/2021,22,23,Wind,3321
3/19/2022,20,21,Wind,9623
4/15/2023,11,12,Wind,12042
11/10/2020,0,1,Wind,1153
10/8/2025,4,5,Wind,584
7/29/2025,19,20,Wind,5792
10/8/2021,2,3,Wind,3432
3/11/2022,18,19,Wind,10430
10/7/2025,17,18,Solar,3781
2/26/2025,16,17,Wind,15275
1/27/2023,20,21,Wind,7462
7/4/2024,1,2,Wind,6505
8/27/2025,5,6,Wind,2086
4/13/2020,3,4,Wind,3469
11/3/2020,0,1,Wind,3597
4/21/2025,20,21,Wind,3158
4/13/2021,18,19,Wind,4444
11/14/2024,23,0,Wind,3238
3/1/2022,2,3,Wind,2865
3/20/2023,20,21,Wind,1690
7/15/2024,12,13,Solar,8737
7/27/2025,2,3,Wind,2172
8/5/2022,4,5,Wind,2957
12/10/2024,10,11,Wind,10560
12/19/2023,20,21,Wind,11260
8/11/2022,8,9,Wind,4398
7/15/2021,6,7,Wind,7253
3/29/2025,16,17,Wind,11249
9/5/2025,20,21,Wind,687
11/11/2025,7,8,Wind,8058
6/18/2024,17,18,Solar,6244
4/4/2020,0,1,Wind,996
3/31/2024,11,12,Wind,10457
8/2/2022,21,22,Wind,957
7/20/2025,1,2,Wind,4506
8/3/2023,1,2,Wind,14771
7/12/2025,11,12,Solar,9607
1/26/2020,21,22,Wind,8371
5/16/2022,8,9,Wind,5803
5/23/2021,0,1,Wind,5905
3/18/2021,2,3,Wind,3524
2/4/2021,1,2,Wind,5125
6/10/2020,22,23,Wind,731
7/9/2023,18,19,Solar,4652
8/13/2023,5,6,Wind,931
3/20/2025,0,1,Wind,6946
8/8/2023,3,4,Wind,1820
7/3/2023,14,15,Wind,11480
9/30/2023,1,2,Wind,663
1/10/2020,22,23,Wind,1571
12/30/2024,12,13,Solar,3281
5/2/2021,18,19,Solar,3016
8/7/2021,18,19,Wind,11586
5/28/2021,0,1,Wind,2572
5/16/2022,11,12,Solar,7699
1/4/2020,23,0,Wind,1931
11/8/2020,8,9,Wind,3916
7/27/2023,7,8,Wind,9065
9/10/2024,0,1,Wind,4683
3/19/2021,6,7,Wind,5907
2/28/2020,3,4,Wind,2643
5/18/2023,0,1,Wind,7850
4/20/2020,3,4,Wind,5296
4/9/2020,6,7,Wind,723
5/3/2025,13,14,Solar,5971
7/30/2025,3,4,Wind,1452
4/28/2020,4,5,Wind,3067
2/26/2023,21,22,Wind,14492
4/11/2021,14,15,Wind,7658
5/8/2024,14,15,Solar,9558
4/8/2020,8,9,Wind,2303
7/4/2021,4,5,Wind,862
1/28/2025,17,18,Wind,19004
11/14/2020,19,20,Wind,11103
7/21/2020,0,1,Wind,4876
10/4/2022,1,2,Wind,1416
8/4/2024,17,18,Solar,6580
1/2/2020,23,0,Wind,6857
7/10/2021,20,21,Wind,2043
2/26/2022,21,22,Wind,9716
11/29/2022,17,18,Wind,1111
6/8/2025,7,8,Wind,8306
4/5/2022,18,19,Wind,8495
3/10/2024,7,8,Wind,2181
8/23/2020,19,20,Wind,4332
11/24/2020,3,4,Wind,1768
7/23/2024,5,6,Wind,5404
5/23/2024,2,3,Wind,2979
4/16/2023,5,6,Wind,5054
6/6/2025,13,14,Wind,7339
1/19/2024,2,3,Wind,2193
12/17/2023,15,16,Solar,3018
3/21/2025,18,19,Wind,8152
9/6/2020,2,3,Wind,1961
12/4/2020,2,3,Wind,12264
7/17/2024,10,11,Solar,6067
10/1/2025,13,14,Solar,10058
3/30/2021,11,12,Solar,4810
5/24/2024,23,0,Wind,703
2/16/2023,11,12,Solar,7999
11/2/2025,22,23,Wind,8643
7/31/2024,21,22,Wind,1578
12/31/2024,8,9,Wind,4218
1/12/2023,5,6,Wind,15968
3/9/2024,0,1,Wind,11075
4/21/2025,6,7,Wind,3806
6/19/2022,16,17,Wind,12018
3/24/2022,9,10,Solar,4911
12/6/2023,14,15,Solar,3145
10/22/2020,15,16,Wind,4372
9/1/2022,3,4,Wind,3514
2/17/2023,6,7,Wind,7645
6/14/2025,19,20,Wind,4111
9/28/2025,15,16,Solar,5298
11/4/2025,11,12,Wind,13899
7/5/2021,12,13,Solar,7806
2/21/2022,3,4,Wind,14976
11/17/2025,20,21,Wind,5188
8/23/2024,7,8,Wind,11855
3/31/2022,13,14,Wind,11938
9/28/2021,17,18,Wind,3222
6/24/2024,4,5,Wind,2733
9/3/2021,22,23,Wind,1704
10/3/2022,19,20,Wind,1114
8/22/2022,5,6,Wind,1373
2/27/2022,4,5,Wind,8949
6/28/2022,23,0,Wind,1723
8/22/2025,0,1,Wind,6431
5/5/2023,18,19,Solar,4662
3/19/2022,13,14,Wind,12710
4/18/2021,9,10,Solar,3757
7/11/2025,17,18,Solar,11291
9/4/2025,19,20,Wind,8069
10/21/2022,14,15,Wind,9441
7/27/2020,10,11,Wind,6801
7/9/2020,16,17,Wind,7247
6/19/2023,16,17,Solar,4302
8/13/2020,7,8,Wind,1791
9/21/2023,23,0,Wind,7242
7/25/2022,10,11,Wind,8474
11/27/2023,18,19,Wind,11622
4/9/2022,10,11,Solar,5360
11/2/2022,5,6,Wind,6705
8/17/2022,5,6,Wind,1436
4/20/2021,7,8,Wind,703
8/15/2024,6,7,Wind,1268
7/11/2022,6,7,Wind,3830
7/2/2022,2,3,Wind,670
5/24/2021,5,6,Wind,8343
2/24/2023,9,10,Wind,5199
4/14/2021,15,16,Wind,9278
4/12/2025,22,23,Wind,8931
12/22/2022,10,11,Wind,12428
1/18/2024,2,3,Wind,7810
5/31/2024,16,17,Wind,7089
9/9/2021,13,14,Wind,5141
4/13/2025,12,13,Wind,4906
3/23/2024,22,23,Wind,9137
2/26/2025,23,0,Wind,8535
8/3/2022,0,1,Wind,1047
4/7/2025,22,23,Wind,5598
9/15/2021,12,13,Solar,3974
3/26/2023,3,4,Wind,9201
2/19/2020,5,6,Wind,8999
9/14/2020,9,10,Wind,3828
7/23/2022,23,0,Wind,1099
6/4/2021,8,9,Wind,2095
4/12/2020,2,3,Wind,748
1/2/2021,3,4,Wind,1281
5/16/2025,20,21,Wind,7218
1/28/2024,5,6,Wind,8152
10/2/2021,16,17,Wind,14843
9/18/2020,10,11,Wind,5286
11/24/2020,21,22,Wind,6481
12/21/2022,12,13,Wind,10235
7/19/2021,2,3,Wind,5773
6/29/2022,10,11,Solar,5357
12/22/2023,12,13,Wind,19987
12/4/2024,12,13,Solar,6363
2/21/2021,13,14,Wind,8829
6/20/2022,2,3,Wind,5728
11/19/2020,23,0,Wind,3854
11/10/2025,13,14,Wind,12666
12/20/2024,8,9,Wind,5569
5/11/2025,12,13,Solar,3967
11/18/2024,2,3,Wind,8530
3/3/2025,11,12,Solar,8311
12/28/2021,22,23,Wind,12013
10/31/2021,4,5,Wind,6221
12/5/2020,21,22,Wind,5385
5/12/2024,8,9,Wind,4245
4/15/2022,22,23,Wind,5750
12/22/2024,9,10,Wind,19398
2/5/2021,14,15,Wind,3021
7/12/2022,14,15,Solar,6997
6/15/2020,23,0,Wind,2022
10/23/2023,9,10,Wind,8658
2/2/2023,8,9,Wind,6057
7/28/2024,14,15,Solar,5654
10/9/2024,13,14,Wind,12421
2/15/2023,10,11,Solar,6270
11/18/2021,14,15,Solar,3326
6/28/2022,19,20,Wind,3348
1/12/2024,1,2,Wind,6624
6/16/2020,5,6,Wind,1461
7/7/2020,7,8,Wind,1906
9/12/2022,10,11,Solar,4987
6/6/2023,14,15,Solar,8282
12/31/2023,16,17,Wind,17690
2/22/2025,3,4,Wind,10776
2/12/2020,23,0,Wind,5618
7/27/2025,4,5,Wind,1887
10/28/2023,8,9,Wind,12258
5/22/2025,14,15,Solar,6175
12/23/2024,2,3,Wind,17302
8/17/2025,22,23,Wind,7604
4/23/2024,3,4,Wind,4610
3/26/2021,17,18,Wind,9646
12/4/2021,15,16,Wind,12295
2/12/2021,15,16,Wind,9320
8/8/2023,21,22,Wind,2130
1/20/2021,0,1,Wind,11737
8/15/2025,9,10,Solar,6084
3/31/2025,6,7,Wind,5157
11/11/2022,2,3,Wind,2683
7/9/2022,18,19,Wind,8525
9/5/2023,0,1,Wind,7414
11/19/2022,10,11,Solar,4418
10/23/2023,17,18,Wind,5596
1/13/2023,1,2,Wind,13913
4/21/2020,23,0,Wind,4642
12/19/2020,11,12,Wind,10820
1/6/2021,6,7,Wind,1187
6/12/2025,3,4,Wind,6737
6/1/2020,16,17,Solar,4570
12/29/2020,22,23,Wind,3005
3/8/2023,9,10,Wind,13908
2/19/2020,2,3,Wind,11122
7/30/2023,20,21,Wind,7195
1/23/2025,6,7,Wind,5894
5/11/2025,19,20,Wind,4469
7/15/2020,18,19,Wind,3632
4/23/2021,16,17,Wind,8565
7/2/2023,18,19,Wind,6804
4/13/2022,22,23,Wind,1032
12/14/2021,23,0,Wind,1053
1/22/2021,18,19,Wind,4478
12/30/2024,14,15,Solar,2676
1/19/2020,7,8,Wind,5048
1/8/2021,0,1,Wind,1507
8/3/2023,12,13,Wind,13262
10/25/2025,4,5,Wind,13923
5/13/2023,7,8,Wind,4856
7/21/2023,22,23,Wind,3097
10/3/2024,1,2,Wind,4843
3/30/2023,23,0,Wind,12402
7/8/2022,12,13,Solar,8283
8/18/2021,1,2,Wind,2488
6/29/2023,5,6,Wind,748
5/28/2021,23,0,Wind,3329
5/11/2024,7,8,Wind,4906
4/8/2022,19,20,Wind,9607
7/27/2025,21,22,Wind,4242
10/14/2023,11,12,Solar,5525
10/12/2020,11,12,Solar,3848
1/18/2025,23,0,Wind,1679
5/31/2023,12,13,Wind,12628
9/21/2021,16,17,Solar,4522
11/21/2023,21,22,Wind,6769
4/12/2024,12,13,Solar,8049
3/17/2024,9,10,Wind,6278
4/5/2024,4,5,Wind,10352
11/1/2022,20,21,Wind,12061
5/27/2024,21,22,Wind,2538
7/15/2021,4,5,Wind,7756
3/5/2024,15,16,Wind,8619
10/10/2025,13,14,Solar,9343
6/21/2023,11,12,Solar,4377
10/29/2023,10,11,Wind,15308
5/21/2020,17,18,Solar,2989
6/10/2023,0,1,Wind,3204
8/20/2025,4,5,Wind,3073
4/16/2024,0,1,Wind,13826
3/5/2025,17,18,Solar,3558
11/15/2025,14,15,Solar,5714
3/12/2022,21,22,Wind,9414
6/4/2024,3,4,Wind,456
7/28/2020,17,18,Wind,6769
11/6/2021,21,22,Wind,6134
4/25/2025,1,2,Wind,3293
7/25/2021,5,6,Wind,2988
11/1/2022,12,13,Wind,15812
11/10/2024,19,20,Wind,1932
4/19/2021,5,6,Wind,1278
3/29/2021,11,12,Solar,5469
3/12/2021,4,5,Wind,9635
6/7/2025,23,0,Wind,12317
9/2/2023,22,23,Wind,4625
10/27/2023,20,21,Wind,9132
8/10/2021,22,23,Wind,590
9/29/2021,8,9,Wind,7118
5/31/2022,18,19,Wind,5487
6/25/2021,4,5,Wind,1451
5/27/2022,11,12,Solar,6179
3/3/2024,22,23,Wind,5144
12/7/2022,2,3,Wind,2507
8/17/2021,21,22,Wind,3684
3/24/2020,16,17,Wind,6133
10/12/2025,18,19,Wind,5244
7/24/2023,17,18,Wind,11156
7/8/2024,11,12,Solar,8159
7/16/2022,14,15,Solar,8810
4/1/2024,1,2,Wind,4949
1/14/2024,18,19,Wind,1253
1/8/2020,13,14,Wind,4927
11/12/2021,4,5,Wind,1575
11/19/2024,13,14,Wind,20597
8/17/2020,2,3,Wind,1750
6/11/2023,19,20,Wind,4575
8/21/2025,20,21,Wind,7365
8/26/2021,4,5,Wind,2542
9/10/2020,19,20,Wind,1247
7/13/2021,23,0,Wind,5065
4/5/2022,19,20,Wind,7386
6/13/2020,1,2,Wind,3366
10/18/2023,17,18,Wind,14535
8/22/2020,10,11,Wind,9129
8/3/2021,2,3,Wind,1153
7/23/2023,17,18,Wind,12004
7/2/2021,8,9,Solar,1628
6/3/2022,15,16,Solar,5923
12/4/2021,8,9,Wind,8370
10/9/2023,14,15,Solar,6407
9/15/2021,11,12,Solar,3648
6/18/2021,7,8,Wind,3517
9/10/2025,1,2,Wind,3815
4/11/2020,9,10,Solar,2530
1/26/2024,1,2,Wind,7990
3/27/2025,4,5,Wind,3169
9/21/2025,6,7,Wind,3184
7/13/2024,20,21,Solar,1101
11/14/2021,3,4,Wind,2421
7/1/2022,23,0,Wind,863
7/10/2023,3,4,Wind,1054
11/23/2022,20,21,Wind,12891
12/12/2024,15,16,Wind,3478
4/27/2025,19,20,Wind,2748
1/17/2023,16,17,Wind,4665
4/3/2022,1,2,Wind,5119
10/18/2020,4,5,Wind,672
10/11/2021,17,18,Wind,4388
11/16/2023,16,17,Wind,13386
3/9/2025,3,4,Wind,9672
12/31/2022,12,13,Wind,17332
8/16/2023,13,14,Solar,6675
1/6/2021,19,20,Wind,495
2/8/2025,9,10,Wind,8261
9/26/2022,7,8,Wind,6086
11/10/2025,0,1,Wind,6004
2/1/2020,18,19,Wind,10703
4/22/2022,18,19,Wind,4256
1/24/2023,21,22,Wind,2611
5/5/2025,7,8,Wind,9361
5/8/2020,12,13,Solar,4778
6/16/2021,8,9,Solar,2085
2/16/2020,22,23,Wind,11230
7/4/2023,10,11,Solar,5603
10/26/2023,15,16,Wind,6529
2/28/2024,3,4,Wind,3223
11/29/2022,10,11,Solar,2249
1/6/2020,20,21,Wind,6469
11/9/2025,4,5,Wind,2430
5/12/2024,6,7,Wind,3904
4/30/2021,22,23,Wind,1359
8/27/2023,4,5,Wind,2263
7/27/2024,9,10,Solar,3124
9/26/2025,12,13,Solar,5213
4/1/2022,3,4,Wind,9699
5/12/2020,12,13,Wind,5747
10/7/2024,16,17,Wind,7311
6/30/2022,13,14,Solar,4931
9/20/2024,20,21,Wind,3245
8/10/2024,16,17,Solar,4012
4/30/2023,4,5,Wind,3814
1/23/2025,5,6,Wind,6304
12/3/2022,12,13,Wind,6285
4/24/2025,7,8,Wind,2699
10/2/2025,18,19,Wind,2959
8/9/2020,11,12,Solar,3372
7/10/2020,19,20,Wind,4171
12/26/2023,4,5,Wind,7229
4/28/2024,0,1,Wind,10556
10/12/2024,13,14,Wind,6790
11/25/2022,16,17,Wind,3351
1/14/2023,15,16,Wind,17545
11/8/2022,20,21,Wind,11901
8/29/2024,19,20,Wind,2703
3/16/2025,9,10,Wind,9888
1/19/2020,3,4,Wind,4619
3/13/2025,0,1,Wind,2661
4/4/2024,19,20,Wind,8108
12/5/2023,18,19,Wind,6714
1/16/2020,6,7,Wind,4609
10/15/2025,19,20,Wind,5080
6/3/2020,16,17,Solar,3604
5/11/2024,8,9,Wind,5428
9/25/2020,7,8,Wind,10168
10/5/2022,10,11,Wind,9771
7/2/2024,4,5,Wind,2631
4/21/2023,20,21,Wind,2543
12/5/2024,8,9,Wind,14145
8/7/2025,18,19,Solar,5653
4/5/2020,11,12,Wind,7848
1/26/2024,4,5,Wind,9936
9/3/2023,14,15,Solar,9204
4/12/2022,22,23,Wind,2275
12/29/2020,13,14,Wind,5165
9/8/2023,9,10,Solar,3666
4/26/2024,13,14,Solar,6436
4/14/2024,15,16,Solar,4067
9/7/2020,13,14,Solar,5438
2/18/2022,21,22,Wind,13040
5/21/2020,5,6,Wind,1502
5/4/2020,14,15,Solar,5337
6/10/2023,9,10,Solar,4098
4/3/2024,11,12,Wind,15839
5/23/2020,7,8,Wind,3360
9/4/2020,7,8,Wind,1232
10/7/2020,12,13,Wind,8717
12/2/2023,5,6,Wind,3249
6/28/2024,16,17,Solar,6716
8/22/2021,21,22,Wind,3345
2/17/2023,9,10,Wind,9868
2/16/2022,13,14,Wind,16745
12/3/2022,2,3,Wind,6803
4/8/2021,14,15,Solar,5202
1/5/2025,15,16,Wind,19348
10/8/2024,8,9,Wind,10350
2/12/2022,6,7,Wind,4558
7/7/2023,5,6,Wind,4486
7/14/2020,21,22,Wind,2101
12/9/2022,20,21,Wind,2064
7/5/2022,0,1,Wind,3667
11/20/2021,18,19,Wind,210
2/9/2023,8,9,Wind,1322
3/1/2025,23,0,Wind,10187
7/25/2023,9,10,Wind,7186
12/25/2024,10,11,Solar,2874
5/8/2024,7,8,Wind,5427
10/3/2021,15,16,Wind,8606
4/18/2024,23,0,Wind,3786
11/4/2023,7,8,Wind,15504
5/25/2022,22,23,Wind,5875
1/22/2022,20,21,Wind,2136
8/18/2022,13,14,Solar,5355
8/14/2025,9,10,Solar,4159
1/1/2023,9,10,Wind,11283
1/20/2024,18,19,Wind,4846
11/17/2021,18,19,Wind,1887
9/29/2020,2,3,Wind,2642
8/8/2020,23,0,Wind,2390
1/18/2024,18,19,Wind,4246
10/18/2024,0,1,Wind,4798
6/27/2025,22,23,Wind,1584
2/11/2025,8,9,Wind,3812
8/25/2023,16,17,Wind,9893
12/2/2021,5,6,Wind,6952
1/25/2022,7,8,Wind,328
9/26/2022,14,15,Wind,15890
12/17/2022,16,17,Wind,2347
2/21/2020,8,9,Wind,4193
9/13/2021,19,20,Wind,1554
7/12/2020,14,15,Solar,5689
5/29/2023,9,10,Wind,9264
8/30/2024,4,5,Wind,2456
7/28/2021,14,15,Wind,10176
3/29/2023,5,6,Wind,4271
5/11/2021,19,20,Wind,6405
1/9/2025,15,16,Wind,10749
1/5/2022,2,3,Wind,7802
8/26/2024,23,0,Wind,2045
2/19/2023,14,15,Solar,7077
6/23/2025,18,19,Wind,12740
8/4/2020,19,20,Wind,2445
2/11/2023,8,9,Wind,2391
9/16/2022,6,7,Wind,1953
10/13/2025,3,4,Wind,6119
7/3/2025,0,1,Wind,5539
12/7/2022,23,0,Wind,1410
2/10/2024,3,4,Wind,4487
7/9/2021,3,4,Wind,1208
2/16/2025,0,1,Wind,4574
11/24/2024,10,11,Wind,21544
12/11/2024,19,20,Wind,5916
5/20/2025,21,22,Wind,5566
1/21/2022,9,10,Wind,5002
1/30/2025,7,8,Wind,5813
1/29/2021,17,18,Wind,12983
4/19/2024,5,6,Wind,9003
12/1/2020,12,13,Wind,8412
2/19/2024,3,4,Wind,4002
9/21/2023,13,14,Wind,6474
3/17/2025,2,3,Wind,5489
8/2/2024,18,19,Wind,7412
7/15/2020,3,4,Wind,1451
10/15/2022,16,17,Wind,8245
5/11/2025,10,11,Solar,3050
1/21/2025,13,14,Solar,5754
8/2/2023,8,9,Wind,15356
10/6/2025,19,20,Wind,2272
3/22/2024,16,17,Solar,7952
4/4/2021,2,3,Wind,6551
11/8/2022,6,7,Wind,13306
9/19/2023,9,10,Wind,7887
5/5/2022,16,17,Solar,6137
3/16/2021,3,4,Wind,3759
3/18/2023,21,22,Wind,4032
1/4/2023,19,20,Wind,13392
1/5/2021,19,20,Wind,1794
12/7/2020,22,23,Wind,3434
4/24/2024,15,16,Wind,11510
4/27/2025,16,17,Solar,3352
10/16/2021,7,8,Wind,1545
4/17/2022,9,10,Wind,6232
11/15/2022,10,11,Wind,10920
1/6/2021,1,2,Wind,1467
6/9/2020,11,12,Solar,4734
3/14/2023,17,18,Wind,10320
1/31/2021,17,18,Wind,5433
1/28/2021,22,23,Wind,9207
2/14/2023,20,21,Wind,4137
8/29/2024,10,11,Solar,5199
10/3/2022,13,14,Solar,5084
2/23/2022,10,11,Solar,3903
8/24/2025,7,8,Wind,3233
2/6/2021,12,13,Wind,3255
4/29/2023,15,16,Solar,4800
4/22/2023,4,5,Wind,4492
5/24/2020,13,14,Solar,5849
2/7/2023,16,17,Wind,6303
7/6/2022,3,4,Wind,3439
11/25/2023,22,23,Wind,3662
12/9/2022,14,15,Wind,3163
12/15/2020,0,1,Wind,5961
3/10/2022,21,22,Wind,6888
6/15/2024,16,17,Wind,10230
10/27/2025,10,11,Wind,20785
7/2/2020,23,0,Wind,3158
9/21/2021,18,19,Wind,2741
4/3/2022,20,21,Wind,1788
1/4/2025,22,23,Wind,10639
9/6/2021,16,17,Solar,4649
1/12/2022,10,11,Wind,3948
3/3/2023,17,18,Wind,5441
11/21/2021,12,13,Wind,3618
7/28/2022,20,21,Wind,1737
1/28/2023,21,22,Wind,2799
12/22/2024,11,12,Wind,19928
3/12/2024,3,4,Wind,4768
11/11/2022,17,18,Wind,2888
11/7/2024,21,22,Wind,3242
6/27/2024,3,4,Wind,839
11/23/2020,14,15,Solar,2374
6/19/2025,22,23,Wind,6052
8/7/2024,2,3,Wind,1802
7/5/2020,15,16,Wind,10632
5/27/2023,11,12,Solar,8746
4/21/2021,5,6,Wind,1068
9/15/2024,20,21,Wind,3333
7/1/2025,6,7,Wind,1421
9/9/2024,9,10,Wind,9339
9/12/2021,10,11,Solar,3552
1/13/2022,4,5,Wind,2645
7/23/2025,1,2,Wind,1307
8/27/2023,2,3,Wind,1781
2/19/2024,6,7,Wind,3287
6/16/2022,16,17,Solar,5124
9/11/2025,3,4,Wind,10615
6/27/2021,23,0,Wind,748
6/13/2025,6,7,Wind,2429
12/10/2020,9,10,Wind,4988
11/29/2022,20,21,Wind,1194
11/13/2021,4,5,Wind,5812
7/22/2025,16,17,Wind,13809
2/21/2024,23,0,Wind,15375
8/7/2021,21,22,Wind,9544
11/24/2023,10,11,Wind,9941
6/3/2021,19,20,Wind,1771
12/2/2020,20,21,Wind,2043
4/29/2023,7,8,Wind,1622
4/16/2021,11,12,Solar,7807
2/13/2020,13,14,Wind,13233
11/21/2021,13,14,Wind,3948
12/18/2023,3,4,Wind,2101
6/1/2020,10,11,Solar,4181
7/24/2025,15,16,Solar,9540
6/24/2023,13,14,Solar,8820
3/7/2022,12,13,Wind,10894
10/21/2021,1,2,Wind,13513
2/11/2024,1,2,Wind,9448
9/7/2023,17,18,Solar,4368
11/25/2023,13,14,Wind,10661
10/2/2020,14,15,Wind,6441
1/5/2022,10,11,Wind,6918
3/28/2022,19,20,Wind,1643
9/1/2020,8,9,Wind,1448
9/19/2025,16,17,Solar,10145
11/3/2023,11,12,Wind,10759
11/25/2020,19,20,Wind,3453
10/1/2022,1,2,Wind,13589
8/2/2021,0,1,Wind,1434
8/8/2020,10,11,Solar,2968
9/14/2022,3,4,Wind,1861
5/31/2021,8,9,Wind,3833
12/27/2023,15,16,Wind,12667
8/1/2024,19,20,Wind,4264
4/4/2023,19,20,Wind,4139
5/3/2024,0,1,Wind,9022
9/15/2024,22,23,Wind,4322
9/13/2021,6,7,Wind,1809
12/7/2021,18,19,Wind,13600
11/30/2023,4,5,Wind,1780
3/10/2022,1,2,Wind,6777
3/30/2022,11,12,Solar,2186
8/9/2022,3,4,Wind,6466
5/4/2023,17,18,Wind,9901
12/13/2023,10,11,Wind,6869
9/29/2022,13,14,Solar,4400
8/28/2024,13,14,Solar,10829
9/17/2024,8,9,Wind,10111
1/6/2020,11,12,Wind,5665
9/7/2022,16,17,Wind,6353
10/21/2022,2,3,Wind,7894
5/26/2021,19,20,Wind,4996
6/26/2022,4,5,Wind,1831
7/13/2025,20,21,Wind,3952
6/29/2024,7,8,Wind,4387
11/8/2024,14,15,Solar,4482
7/11/2022,10,11,Solar,7469
1/10/2022,6,7,Wind,1005
3/21/2025,0,1,Wind,7350
2/15/2023,13,14,Solar,6445
4/17/2025,1,2,Wind,2336
2/15/2025,1,2,Wind,7209
9/28/2020,18,19,Wind,4748
6/30/2021,4,5,Wind,2097
7/20/2022,6,7,Wind,2316
4/22/2020,2,3,Wind,5000
9/23/2021,20,21,Wind,1171
2/27/2020,0,1,Wind,5262
3/26/2021,20,21,Wind,8311
1/13/2020,8,9,Wind,3845
9/22/2025,23,0,Wind,8892
1/13/2023,8,9,Wind,14537
7/16/2024,6,7,Wind,7743
6/4/2024,18,19,Wind,7459
11/2/2020,22,23,Wind,4458
10/7/2022,11,12,Solar,4853
2/24/2022,17,18,Wind,12191
11/27/2021,6,7,Wind,7605
8/7/2020,9,10,Solar,2665
7/10/2022,2,3,Wind,5201
7/13/2021,1,2,Wind,3421
5/1/2025,2,3,Wind,5525
11/30/2025,5,6,Wind,4365
12/25/2020,6,7,Wind,6272
4/19/2021,11,12,Solar,4484
3/29/2024,22,23,Wind,5301
7/29/2023,8,9,Wind,5340
6/5/2022,4,5,Wind,1412
8/11/2021,6,7,Wind,508
11/27/2022,12,13,Wind,8438
6/11/2025,8,9,Solar,5524
6/1/2023,11,12,Solar,8686
10/14/2022,9,10,Wind,5617
5/7/2025,13,14,Solar,11508
3/30/2022,14,15,Solar,3152
3/13/2025,15,16,Solar,5712
9/23/2021,15,16,Solar,5575
2/4/2020,4,5,Wind,10605
5/14/2021,19,20,Wind,5623
5/30/2022,2,3,Wind,4110
1/30/2021,6,7,Wind,5748
6/20/2024,7,8,Wind,4284
8/7/2025,19,20,Solar,3099
8/24/2024,3,4,Wind,6102
9/15/2022,7,8,Wind,1704
7/6/2020,1,2,Wind,6827
8/28/2022,6,7,Wind,3890
9/14/2020,12,13,Solar,4786
5/24/2024,22,23,Wind,645
8/8/2025,6,7,Wind,1464
7/10/2020,10,11,Wind,5130
1/17/2020,18,19,Wind,7402
7/17/2024,18,19,Solar,4046
1/2/2023,7,8,Wind,6552
2/14/2021,0,1,Wind,7245
7/26/2025,5,6,Wind,2295
10/23/2020,10,11,Wind,2714
7/3/2024,1,2,Wind,1771
11/12/2024,22,23,Wind,8223
11/12/2025,17,18,Wind,13595
4/26/2024,19,20,Wind,3091
12/20/2023,11,12,Wind,9752
4/4/2024,20,21,Wind,7001
3/18/2025,20,21,Wind,10105
4/14/2020,18,19,Wind,6515
3/2/2020,23,0,Wind,8448
1/11/2020,7,8,Wind,3308
2/10/2022,19,20,Wind,3020
10/13/2024,4,5,Wind,3330
1/16/2024,0,1,Wind,2197
9/10/2020,17,18,Solar,2293
8/25/2025,8,9,Wind,3906
3/5/2024,16,17,Wind,6764
8/23/2022,7,8,Wind,1085
7/17/2021,18,19,Wind,6467
4/27/2025,11,12,Solar,3596
2/27/2020,18,19,Wind,10596
11/6/2024,7,8,Wind,292
