Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
4.82,4.18,0.0,75.55,100.0,Weekend,Saturday,Light_Load
2.74,4.46,0.0,52.35,100.0,Weekend,Saturday,Light_Load
4.25,0.0,6.73,100.0,53.39,Weekend,Sunday,Light_Load
4.03,2.77,0.36,82.41,99.6,Weekday,Thursday,Light_Load
3.35,1.73,13.57,88.85,23.97,Weekend,Sunday,Light_Load
5.83,5.18,0.0,74.76,100.0,Weekday,Tuesday,Light_Load
4.9,6.91,0.0,57.84,100.0,Weekday,Friday,Light_Load
4.0,2.63,0.5,83.56,99.23,Weekday,Friday,Light_Load
92.99,16.38,0.0,98.48,100.0,Weekend,Saturday,Maximum_Load
3.17,5.29,0.0,51.4,100.0,Weekday,Friday,Light_Load
31.07,0.18,10.12,100.0,95.08,Weekday,Friday,Medium_Load
3.96,0.0,15.7,100.0,24.46,Weekday,Friday,Medium_Load
2.84,4.28,0.0,55.29,100.0,Weekday,Monday,Light_Load
67.43,31.21,0.0,90.75,100.0,Weekday,Wednesday,Medium_Load
55.33,30.96,0.0,87.27,100.0,Weekday,Wednesday,Medium_Load
4.68,0.0,16.34,100.0,27.53,Weekday,Friday,Medium_Load
5.29,0.0,18.04,100.0,28.14,Weekend,Saturday,Medium_Load
3.56,0.0,15.34,100.0,22.61,Weekday,Monday,Light_Load
59.18,31.61,0.0,88.21,100.0,Weekend,Saturday,Maximum_Load
2.63,4.32,0.0,52.0,100.0,Weekday,Thursday,Light_Load
2.59,4.21,0.0,52.4,100.0,Weekend,Sunday,Light_Load
57.46,31.18,0.0,87.89,100.0,Weekday,Monday,Medium_Load
42.52,19.15,0.22,91.18,100.0,Weekday,Wednesday,Medium_Load
3.67,0.0,13.93,100.0,25.48,Weekend,Saturday,Light_Load
8.96,0.0,23.36,100.0,35.81,Weekday,Wednesday,Medium_Load
93.74,26.64,0.0,96.19,100.0,Weekday,Tuesday,Maximum_Load
55.62,18.0,0.0,95.14,100.0,Weekday,Monday,Maximum_Load
4.93,0.0,27.04,100.0,17.94,Weekend,Sunday,Maximum_Load
6.05,5.04,0.0,76.83,100.0,Weekday,Friday,Light_Load
3.53,3.42,0.0,71.82,100.0,Weekday,Monday,Light_Load
5.15,0.0,18.04,100.0,27.45,Weekday,Friday,Medium_Load
104.44,42.91,0.0,92.5,100.0,Weekday,Tuesday,Light_Load
71.68,57.89,0.0,77.8,100.0,Weekday,Thursday,Maximum_Load
3.2,6.23,0.0,45.69,100.0,Weekday,Tuesday,Light_Load
2.56,4.54,0.0,49.12,100.0,Weekend,Sunday,Light_Load
4.18,0.0,16.74,100.0,24.23,Weekend,Sunday,Light_Load
68.08,50.51,0.0,80.31,100.0,Weekday,Friday,Maximum_Load
2.7,5.04,0.0,47.22,100.0,Weekend,Saturday,Light_Load
6.59,0.0,25.2,100.0,25.3,Weekday,Tuesday,Medium_Load
3.49,3.6,0.0,69.61,100.0,Weekend,Saturday,Light_Load
3.74,4.68,0.0,62.43,100.0,Weekday,Monday,Medium_Load
4.03,0.0,15.95,100.0,24.5,Weekend,Sunday,Medium_Load
3.28,3.17,0.0,71.91,100.0,Weekend,Sunday,Light_Load
8.32,0.0,25.88,100.0,30.61,Weekday,Wednesday,Medium_Load
83.7,31.28,0.0,93.67,100.0,Weekday,Tuesday,Maximum_Load
3.71,3.6,0.0,71.77,100.0,Weekday,Thursday,Light_Load
65.3,35.68,0.0,87.75,100.0,Weekday,Friday,Medium_Load
3.42,4.21,0.14,63.05,99.92,Weekend,Sunday,Light_Load
23.65,14.54,0.0,85.19,100.0,Weekday,Tuesday,Light_Load
61.7,29.3,0.0,90.33,100.0,Weekday,Friday,Maximum_Load
3.13,0.0,18.07,100.0,17.07,Weekend,Sunday,Light_Load
3.67,4.64,0.0,62.04,100.0,Weekday,Tuesday,Light_Load
74.12,13.18,1.44,98.46,99.98,Weekday,Wednesday,Maximum_Load
3.74,7.27,0.0,45.75,100.0,Weekend,Saturday,Light_Load
87.55,42.37,0.0,90.01,100.0,Weekend,Saturday,Light_Load
49.46,25.09,0.0,89.18,100.0,Weekday,Thursday,Maximum_Load
2.77,1.98,0.18,81.35,99.79,Weekend,Saturday,Light_Load
4.21,6.59,0.0,53.84,100.0,Weekday,Monday,Light_Load
54.22,24.95,0.0,90.84,100.0,Weekday,Monday,Medium_Load
66.92,30.13,0.0,91.18,100.0,Weekday,Monday,Maximum_Load
2.74,5.26,0.0,46.2,100.0,Weekday,Monday,Light_Load
103.72,61.13,0.0,86.15,100.0,Weekday,Friday,Maximum_Load
104.04,57.6,0.0,87.49,100.0,Weekday,Wednesday,Medium_Load
3.06,3.35,0.0,67.44,100.0,Weekday,Monday,Light_Load
30.06,0.04,6.52,100.0,97.73,Weekday,Friday,Medium_Load
28.3,0.0,8.39,100.0,95.88,Weekend,Saturday,Medium_Load
2.99,3.53,0.0,64.63,100.0,Weekday,Monday,Light_Load
28.58,0.0,8.46,100.0,95.89,Weekday,Tuesday,Medium_Load
4.07,5.15,0.0,62.0,100.0,Weekday,Thursday,Light_Load
2.7,4.75,0.0,49.42,100.0,Weekday,Thursday,Light_Load
45.4,10.98,0.07,97.2,100.0,Weekday,Wednesday,Maximum_Load
100.3,40.46,0.0,92.74,100.0,Weekday,Friday,Medium_Load
4.97,4.0,0.0,77.9,100.0,Weekday,Friday,Light_Load
45.9,39.64,0.0,75.68,100.0,Weekday,Thursday,Maximum_Load
3.2,5.98,0.0,47.18,100.0,Weekday,Friday,Light_Load
4.61,4.68,0.0,70.18,100.0,Weekday,Thursday,Light_Load
3.71,4.72,0.0,61.8,100.0,Weekday,Thursday,Light_Load
3.46,6.23,0.0,48.55,100.0,Weekday,Thursday,Medium_Load
3.1,0.0,4.1,100.0,60.31,Weekday,Friday,Light_Load
2.88,0.0,10.84,100.0,25.68,Weekday,Monday,Light_Load
3.78,0.0,16.02,100.0,22.96,Weekday,Thursday,Medium_Load
3.38,6.48,0.0,46.25,100.0,Weekday,Thursday,Light_Load
57.89,38.7,0.11,83.13,100.0,Weekday,Friday,Maximum_Load
3.78,3.67,0.0,71.75,100.0,Weekend,Sunday,Light_Load
6.37,0.0,14.9,100.0,39.31,Weekday,Monday,Maximum_Load
4.61,4.9,0.0,68.52,100.0,Weekday,Thursday,Light_Load
36.58,1.55,0.65,99.91,99.98,Weekday,Tuesday,Maximum_Load
18.14,17.28,0.0,72.41,100.0,Weekday,Wednesday,Light_Load
4.64,3.96,0.0,76.06,100.0,Weekend,Saturday,Light_Load
45.61,23.8,0.0,88.66,100.0,Weekend,Saturday,Maximum_Load
4.07,0.0,14.76,100.0,26.58,Weekend,Sunday,Light_Load
3.42,0.0,16.88,100.0,19.86,Weekend,Sunday,Medium_Load
2.84,3.49,0.0,63.12,100.0,Weekend,Saturday,Light_Load
2.84,0.0,17.24,100.0,16.25,Weekday,Wednesday,Light_Load
4.43,0.0,20.38,100.0,21.24,Weekday,Tuesday,Medium_Load
3.85,5.29,0.0,58.84,100.0,Weekday,Wednesday,Light_Load
3.06,5.87,0.0,46.23,100.0,Weekday,Tuesday,Light_Load
110.95,37.87,0.0,94.64,100.0,Weekday,Thursday,Medium_Load
75.92,23.11,0.0,95.67,100.0,Weekday,Wednesday,Maximum_Load
52.06,27.32,0.0,88.55,100.0,Weekday,Friday,Medium_Load
63.5,32.94,0.0,88.77,100.0,Weekday,Thursday,Medium_Load
2.81,5.72,0.0,44.09,100.0,Weekday,Monday,Light_Load
2.84,4.9,0.0,50.15,100.0,Weekend,Sunday,Light_Load
3.89,0.0,11.23,100.0,32.73,Weekday,Thursday,Medium_Load
93.96,20.3,0.36,97.74,100.0,Weekend,Sunday,Medium_Load
73.01,28.19,0.0,93.29,100.0,Weekday,Wednesday,Medium_Load
2.77,5.04,0.0,48.17,100.0,Weekday,Thursday,Light_Load
4.0,1.44,14.18,94.09,27.15,Weekday,Wednesday,Medium_Load
2.59,5.65,0.0,41.67,100.0,Weekday,Tuesday,Light_Load
2.95,0.0,16.42,100.0,17.68,Weekday,Thursday,Light_Load
3.64,0.0,24.95,100.0,14.44,Weekend,Sunday,Medium_Load
50.0,20.56,0.0,92.49,100.0,Weekday,Tuesday,Medium_Load
3.78,7.09,0.0,47.05,100.0,Weekday,Thursday,Medium_Load
3.02,4.0,0.0,60.26,100.0,Weekday,Thursday,Light_Load
5.76,4.75,0.0,77.15,100.0,Weekday,Monday,Maximum_Load
44.28,29.38,0.0,83.33,100.0,Weekday,Monday,Maximum_Load
2.92,5.76,0.0,45.22,100.0,Weekend,Saturday,Light_Load
2.81,5.26,0.0,47.12,100.0,Weekday,Thursday,Light_Load
78.62,48.49,0.0,85.11,100.0,Weekday,Monday,Light_Load
3.38,6.23,0.18,47.69,99.86,Weekend,Saturday,Medium_Load
3.06,3.82,0.0,62.52,100.0,Weekday,Wednesday,Light_Load
2.99,4.75,0.0,53.27,100.0,Weekend,Saturday,Light_Load
2.88,3.82,0.0,60.2,100.0,Weekday,Wednesday,Light_Load
76.07,17.82,0.0,97.36,100.0,Weekday,Monday,Medium_Load
41.9,30.2,0.0,81.12,100.0,Weekday,Thursday,Light_Load
4.39,0.0,13.32,100.0,31.3,Weekday,Tuesday,Medium_Load
4.39,4.39,0.0,70.71,100.0,Weekday,Thursday,Light_Load
45.11,29.77,0.0,83.46,100.0,Weekend,Saturday,Light_Load
3.53,0.0,5.15,100.0,56.54,Weekend,Sunday,Medium_Load
4.57,0.0,15.98,100.0,27.5,Weekday,Thursday,Medium_Load
45.07,5.8,3.42,99.18,99.71,Weekday,Wednesday,Medium_Load
3.56,5.18,0.0,56.64,100.0,Weekday,Friday,Light_Load
60.98,38.3,0.0,84.68,100.0,Weekday,Friday,Light_Load
6.12,0.0,22.46,100.0,26.29,Weekend,Saturday,Light_Load
2.81,0.0,4.75,100.0,50.92,Weekend,Sunday,Light_Load
34.88,14.83,1.22,92.03,99.94,Weekday,Friday,Medium_Load
4.36,0.0,6.73,100.0,54.37,Weekday,Friday,Light_Load
3.49,5.04,0.0,56.93,100.0,Weekday,Monday,Light_Load
3.2,2.3,0.07,81.2,99.98,Weekday,Friday,Light_Load
88.92,20.34,0.0,97.48,100.0,Weekday,Thursday,Medium_Load
64.04,32.58,0.0,89.13,100.0,Weekday,Friday,Medium_Load
3.35,2.7,0.0,77.86,100.0,Weekend,Sunday,Light_Load
2.95,3.56,0.0,63.81,100.0,Weekday,Wednesday,Light_Load
99.61,29.66,0.0,95.84,100.0,Weekday,Monday,Medium_Load
4.79,3.78,0.0,78.5,100.0,Weekend,Saturday,Light_Load
3.6,3.82,0.0,68.58,100.0,Weekday,Tuesday,Light_Load
2.63,4.43,0.0,51.05,100.0,Weekday,Tuesday,Light_Load
78.62,15.12,1.4,98.2,99.98,Weekend,Sunday,Maximum_Load
4.36,5.33,0.0,63.32,100.0,Weekday,Friday,Light_Load
3.06,3.82,0.0,62.52,100.0,Weekday,Monday,Light_Load
2.92,5.76,0.0,45.22,100.0,Weekday,Tuesday,Light_Load
96.84,34.13,0.0,94.31,100.0,Weekday,Wednesday,Maximum_Load
94.07,17.03,0.0,98.4,100.0,Weekday,Monday,Medium_Load
62.93,28.04,0.0,91.34,100.0,Weekday,Wednesday,Medium_Load
3.82,5.44,0.0,57.47,100.0,Weekend,Saturday,Light_Load
3.02,0.0,14.76,100.0,20.05,Weekend,Sunday,Light_Load
3.96,4.21,0.0,68.51,100.0,Weekday,Tuesday,Light_Load
76.32,14.51,0.9,98.24,99.99,Weekday,Thursday,Maximum_Load
5.51,0.0,23.0,100.0,23.3,Weekend,Sunday,Maximum_Load
2.95,0.0,5.0,100.0,50.81,Weekend,Sunday,Light_Load
5.94,5.72,0.0,72.03,100.0,Weekday,Wednesday,Light_Load
43.31,25.85,0.22,85.87,100.0,Weekday,Monday,Medium_Load
2.99,0.97,10.33,95.12,27.8,Weekday,Wednesday,Medium_Load
64.76,36.65,0.0,87.03,100.0,Weekday,Friday,Maximum_Load
99.61,34.2,0.0,94.58,100.0,Weekday,Tuesday,Maximum_Load
3.24,0.0,12.06,100.0,25.95,Weekend,Saturday,Light_Load
3.74,0.0,6.84,100.0,47.98,Weekend,Saturday,Medium_Load
59.18,17.57,0.0,95.86,100.0,Weekday,Monday,Maximum_Load
54.61,11.48,0.0,97.86,100.0,Weekday,Monday,Maximum_Load
2.81,4.54,0.0,52.63,100.0,Weekday,Tuesday,Light_Load
2.95,0.0,16.6,100.0,17.5,Weekend,Sunday,Medium_Load
2.81,0.0,10.87,100.0,25.03,Weekend,Saturday,Light_Load
24.48,23.83,0.0,71.66,100.0,Weekend,Saturday,Light_Load
2.99,4.54,0.0,55.0,100.0,Weekday,Tuesday,Light_Load
3.35,6.7,0.0,44.72,100.0,Weekday,Thursday,Light_Load
54.65,35.78,0.0,83.66,100.0,Weekday,Friday,Maximum_Load
3.85,0.0,18.76,100.0,20.1,Weekend,Sunday,Light_Load
91.19,34.13,0.0,93.66,100.0,Weekend,Saturday,Medium_Load
4.72,0.0,24.91,100.0,18.62,Weekday,Tuesday,Medium_Load
3.35,0.0,6.37,100.0,46.55,Weekend,Saturday,Light_Load
62.21,26.82,0.0,91.83,100.0,Weekday,Wednesday,Maximum_Load
3.35,5.0,0.0,55.66,100.0,Weekday,Monday,Light_Load
3.46,4.28,0.0,62.87,100.0,Weekday,Wednesday,Medium_Load
2.84,5.87,0.0,43.55,100.0,Weekend,Saturday,Light_Load
124.92,40.39,0.0,95.15,100.0,Weekday,Tuesday,Medium_Load
4.18,5.83,0.0,58.27,100.0,Weekend,Saturday,Light_Load
5.47,0.0,25.67,100.0,20.84,Weekday,Wednesday,Medium_Load
3.67,0.0,25.88,100.0,14.04,Weekday,Friday,Medium_Load
3.74,7.45,0.0,44.87,100.0,Weekend,Sunday,Light_Load
72.11,33.59,0.0,90.65,100.0,Weekday,Friday,Maximum_Load
65.7,33.55,0.0,89.06,100.0,Weekday,Friday,Medium_Load
4.5,0.0,13.07,100.0,32.55,Weekday,Friday,Medium_Load
3.74,0.0,13.46,100.0,26.77,Weekday,Tuesday,Medium_Load
2.84,3.85,0.0,59.36,100.0,Weekday,Monday,Light_Load
3.74,4.54,0.0,63.58,100.0,Weekday,Thursday,Light_Load
2.63,4.32,0.0,52.0,100.0,Weekday,Thursday,Light_Load
35.1,0.47,5.08,99.99,98.97,Weekday,Friday,Medium_Load
3.56,5.0,0.0,58.0,100.0,Weekday,Thursday,Medium_Load
3.13,4.28,0.0,59.03,100.0,Weekday,Tuesday,Light_Load
2.66,5.04,0.0,46.68,100.0,Weekday,Friday,Light_Load
54.94,18.04,0.0,95.01,100.0,Weekday,Tuesday,Medium_Load
2.92,5.4,0.0,47.57,100.0,Weekday,Friday,Light_Load
3.13,3.28,0.0,69.04,100.0,Weekend,Saturday,Light_Load
35.1,5.62,0.14,98.74,100.0,Weekend,Sunday,Medium_Load
39.96,21.92,0.0,87.68,100.0,Weekday,Thursday,Medium_Load
40.61,27.97,0.43,82.36,99.99,Weekday,Tuesday,Medium_Load
2.77,4.75,0.0,50.38,100.0,Weekday,Monday,Light_Load
4.36,0.0,20.74,100.0,20.57,Weekday,Tuesday,Medium_Load
3.74,3.28,0.04,75.18,99.99,Weekend,Sunday,Light_Load
4.21,7.27,0.0,50.11,100.0,Weekday,Monday,Light_Load
42.59,8.24,0.04,98.18,100.0,Weekday,Monday,Medium_Load
97.27,32.29,0.0,94.91,100.0,Weekday,Monday,Medium_Load
5.65,0.0,21.53,100.0,25.38,Weekday,Friday,Medium_Load
37.73,1.01,9.0,99.96,97.27,Weekday,Monday,Maximum_Load
51.16,25.34,0.0,89.61,100.0,Weekday,Tuesday,Maximum_Load
3.74,0.0,17.03,100.0,21.45,Weekend,Saturday,Light_Load
106.67,46.87,0.0,91.55,100.0,Weekday,Friday,Maximum_Load
3.2,4.82,0.0,55.31,100.0,Weekday,Thursday,Light_Load
3.02,4.9,0.0,52.47,100.0,Weekend,Sunday,Light_Load
8.53,7.56,0.79,74.84,99.57,Weekend,Sunday,Light_Load
3.92,0.0,17.14,100.0,22.29,Weekday,Thursday,Medium_Load
4.07,5.11,0.0,62.3,100.0,Weekend,Saturday,Light_Load
4.46,0.0,21.46,100.0,20.35,Weekday,Monday,Medium_Load
4.1,0.0,17.35,100.0,23.0,Weekend,Saturday,Medium_Load
2.88,5.69,0.0,45.16,100.0,Weekday,Monday,Light_Load
39.31,18.72,0.72,90.29,99.98,Weekday,Friday,Medium_Load
5.87,4.43,0.0,79.82,100.0,Weekend,Saturday,Light_Load
2.95,5.4,0.0,47.94,100.0,Weekday,Thursday,Light_Load
59.47,51.62,0.0,75.52,100.0,Weekday,Thursday,Light_Load
3.24,3.31,0.0,69.95,100.0,Weekend,Sunday,Light_Load
3.49,3.53,0.0,70.31,100.0,Weekday,Friday,Light_Load
4.54,4.43,0.0,71.57,100.0,Weekday,Wednesday,Light_Load
78.12,34.38,0.0,91.53,100.0,Weekday,Friday,Medium_Load
9.72,0.0,25.24,100.0,35.94,Weekday,Tuesday,Medium_Load
53.57,32.62,0.0,85.41,100.0,Weekday,Thursday,Maximum_Load
3.46,5.36,0.0,54.23,100.0,Weekday,Friday,Medium_Load
32.4,16.24,0.0,89.4,100.0,Weekday,Wednesday,Medium_Load
96.41,36.0,0.0,93.68,100.0,Weekday,Monday,Maximum_Load
3.64,4.54,0.0,62.55,100.0,Weekday,Thursday,Light_Load
2.92,5.11,0.0,49.61,100.0,Weekend,Saturday,Light_Load
2.84,1.87,0.32,83.52,99.37,Weekday,Wednesday,Light_Load
2.99,0.0,6.44,100.0,42.11,Weekend,Sunday,Light_Load
53.21,20.27,0.04,93.45,100.0,Weekday,Wednesday,Medium_Load
3.2,4.9,0.0,54.68,100.0,Weekday,Friday,Light_Load
3.1,5.33,0.0,50.28,100.0,Weekday,Tuesday,Light_Load
119.12,73.12,0.0,85.22,100.0,Weekday,Thursday,Light_Load
3.74,3.74,0.0,70.71,100.0,Weekday,Wednesday,Light_Load
44.78,15.62,0.0,94.42,100.0,Weekday,Thursday,Maximum_Load
2.95,0.0,14.58,100.0,19.83,Weekday,Tuesday,Light_Load
5.98,6.05,0.0,70.3,100.0,Weekday,Tuesday,Light_Load
2.59,3.49,0.0,59.59,100.0,Weekday,Tuesday,Light_Load
4.79,0.0,9.58,100.0,44.72,Weekend,Saturday,Medium_Load
9.58,0.0,20.34,100.0,42.61,Weekday,Friday,Maximum_Load
3.17,0.0,16.63,100.0,18.72,Weekend,Sunday,Light_Load
3.31,0.0,13.86,100.0,23.23,Weekend,Sunday,Light_Load
42.66,15.48,5.54,94.0,99.17,Weekday,Monday,Medium_Load
3.17,3.74,0.0,64.66,100.0,Weekend,Saturday,Light_Load
4.97,5.54,0.0,66.78,100.0,Weekday,Tuesday,Light_Load
76.0,26.14,0.0,94.56,100.0,Weekday,Friday,Maximum_Load
68.0,37.37,0.0,87.64,100.0,Weekday,Friday,Medium_Load
3.1,5.11,0.0,51.87,100.0,Weekday,Friday,Light_Load
2.66,4.82,0.0,48.32,100.0,Weekday,Thursday,Light_Load
2.77,3.85,0.0,58.4,100.0,Weekday,Wednesday,Light_Load
63.65,32.54,0.0,89.04,100.0,Weekday,Monday,Medium_Load
3.1,2.59,0.0,76.74,100.0,Weekday,Thursday,Light_Load
23.76,22.9,0.0,72.0,100.0,Weekend,Saturday,Light_Load
105.84,47.99,0.0,91.08,100.0,Weekday,Friday,Medium_Load
3.02,5.9,0.0,45.56,100.0,Weekday,Wednesday,Light_Load
45.97,2.09,2.88,99.9,99.8,Weekday,Friday,Medium_Load
55.58,33.41,0.0,85.71,100.0,Weekday,Tuesday,Medium_Load
2.84,6.05,0.0,42.49,100.0,Weekday,Friday,Light_Load
3.78,7.49,0.0,45.05,100.0,Weekend,Saturday,Light_Load
2.95,0.0,10.04,100.0,28.19,Weekend,Sunday,Light_Load
63.58,38.12,0.0,85.77,100.0,Weekday,Tuesday,Maximum_Load
3.64,6.23,0.0,50.45,100.0,Weekday,Wednesday,Light_Load
67.82,39.13,0.0,86.62,100.0,Weekday,Thursday,Maximum_Load
84.35,14.87,0.94,98.48,99.99,Weekday,Wednesday,Medium_Load
55.62,22.0,0.0,92.99,100.0,Weekend,Saturday,Medium_Load
2.88,0.0,5.22,100.0,48.31,Weekend,Saturday,Light_Load
3.42,0.0,26.53,100.0,12.79,Weekend,Saturday,Medium_Load
84.46,51.16,0.0,85.53,100.0,Weekday,Thursday,Maximum_Load
3.56,3.82,0.0,68.18,100.0,Weekday,Tuesday,Light_Load
96.41,29.48,0.0,95.63,100.0,Weekday,Tuesday,Medium_Load
35.64,22.07,0.0,85.02,100.0,Weekend,Saturday,Light_Load
3.17,4.86,0.0,54.63,100.0,Weekend,Saturday,Light_Load
2.88,0.0,4.86,100.0,50.98,Weekend,Sunday,Light_Load
125.75,53.57,0.0,92.0,100.0,Weekday,Friday,Maximum_Load
46.58,17.6,0.0,93.55,100.0,Weekend,Saturday,Maximum_Load
62.35,31.54,0.0,89.23,100.0,Weekday,Thursday,Medium_Load
17.28,0.07,14.72,100.0,76.12,Weekend,Saturday,Maximum_Load
3.56,0.0,11.95,100.0,28.55,Weekday,Wednesday,Medium_Load
3.1,2.59,0.0,76.74,100.0,Weekend,Saturday,Light_Load
2.81,0.0,17.32,100.0,16.01,Weekend,Saturday,Light_Load
55.48,17.21,0.0,95.51,100.0,Weekday,Tuesday,Medium_Load
3.13,4.03,0.0,61.34,100.0,Weekend,Saturday,Light_Load
115.78,37.19,0.0,95.21,100.0,Weekday,Wednesday,Maximum_Load
67.54,37.51,0.0,87.42,100.0,Weekday,Monday,Medium_Load
55.66,46.15,0.0,76.98,100.0,Weekday,Friday,Light_Load
3.53,0.0,16.7,100.0,20.68,Weekend,Sunday,Light_Load
93.53,67.36,0.0,81.15,100.0,Weekday,Tuesday,Maximum_Load
2.88,0.0,10.15,100.0,27.3,Weekend,Sunday,Light_Load
58.61,28.91,0.0,89.68,100.0,Weekday,Tuesday,Medium_Load
63.18,31.72,0.0,89.37,100.0,Weekday,Monday,Maximum_Load
3.64,3.24,0.04,74.7,99.99,Weekend,Saturday,Light_Load
3.78,6.34,0.0,51.21,100.0,Weekday,Wednesday,Light_Load
2.84,4.79,0.0,51.0,100.0,Weekday,Tuesday,Light_Load
3.31,0.0,13.75,100.0,23.4,Weekend,Saturday,Light_Load
52.49,23.33,0.0,91.38,100.0,Weekday,Friday,Medium_Load
68.04,27.97,0.0,92.49,100.0,Weekday,Tuesday,Maximum_Load
34.74,28.87,0.0,76.91,100.0,Weekday,Thursday,Light_Load
43.31,17.68,0.0,92.58,100.0,Weekday,Tuesday,Medium_Load
3.17,0.0,16.96,100.0,18.37,Weekend,Sunday,Light_Load
42.62,7.09,1.94,98.64,99.9,Weekday,Monday,Medium_Load
2.74,4.43,0.0,52.6,100.0,Weekday,Tuesday,Light_Load
5.04,3.2,0.47,84.42,99.57,Weekday,Wednesday,Maximum_Load
2.63,4.93,0.0,47.07,100.0,Weekend,Saturday,Light_Load
7.24,1.3,9.54,98.43,60.45,Weekday,Wednesday,Medium_Load
3.1,2.77,0.0,74.57,100.0,Weekend,Saturday,Light_Load
3.46,6.3,0.0,48.14,100.0,Weekday,Monday,Light_Load
3.6,2.45,0.4,82.67,99.39,Weekday,Friday,Light_Load
2.59,4.54,0.0,49.55,100.0,Weekend,Sunday,Light_Load
3.64,0.0,14.51,100.0,24.33,Weekend,Sunday,Light_Load
61.74,33.59,0.0,87.84,100.0,Weekday,Wednesday,Medium_Load
2.48,5.22,0.0,42.91,100.0,Weekday,Wednesday,Light_Load
41.18,21.38,0.0,88.75,100.0,Weekday,Friday,Maximum_Load
2.84,5.15,0.0,48.29,100.0,Weekday,Tuesday,Light_Load
65.34,33.88,0.0,88.78,100.0,Weekday,Monday,Medium_Load
50.54,50.51,0.0,70.73,100.0,Weekday,Monday,Light_Load
3.92,0.0,18.32,100.0,20.92,Weekday,Wednesday,Medium_Load
90.83,35.82,0.0,93.03,100.0,Weekday,Tuesday,Medium_Load
68.04,34.45,0.0,89.22,100.0,Weekday,Friday,Medium_Load
5.36,0.0,26.89,100.0,19.55,Weekday,Tuesday,Medium_Load
24.44,4.68,4.86,98.22,98.08,Weekday,Thursday,Medium_Load
63.83,11.16,0.25,98.51,100.0,Weekday,Tuesday,Medium_Load
2.77,4.86,0.0,49.52,100.0,Weekend,Sunday,Light_Load
73.94,27.25,0.0,93.83,100.0,Weekday,Thursday,Medium_Load
4.57,7.2,0.0,53.59,100.0,Weekday,Friday,Light_Load
4.36,0.0,16.92,100.0,24.95,Weekday,Friday,Medium_Load
71.93,43.38,0.0,85.63,100.0,Weekday,Wednesday,Maximum_Load
26.14,25.88,0.0,71.06,100.0,Weekday,Friday,Light_Load
57.46,27.83,0.0,90.0,100.0,Weekday,Thursday,Medium_Load
2.92,3.96,0.0,59.35,100.0,Weekday,Friday,Light_Load
3.71,3.06,0.0,77.14,100.0,Weekday,Wednesday,Light_Load
94.64,42.19,0.0,91.34,100.0,Weekday,Thursday,Maximum_Load
3.89,0.0,18.04,100.0,21.08,Weekend,Sunday,Light_Load
6.01,6.26,0.0,69.26,100.0,Weekday,Tuesday,Maximum_Load
3.92,0.0,26.57,100.0,14.6,Weekday,Wednesday,Medium_Load
115.49,49.97,0.0,91.78,100.0,Weekday,Wednesday,Maximum_Load
3.67,0.0,11.2,100.0,31.14,Weekend,Saturday,Medium_Load
31.86,14.11,0.0,91.43,100.0,Weekend,Saturday,Maximum_Load
6.12,0.0,16.99,100.0,33.89,Weekday,Thursday,Medium_Load
5.9,5.26,0.0,74.64,100.0,Weekday,Tuesday,Light_Load
3.67,3.02,0.07,77.22,99.98,Weekday,Monday,Light_Load
5.26,0.0,25.06,100.0,20.54,Weekday,Friday,Medium_Load
2.66,0.0,11.95,100.0,21.73,Weekend,Sunday,Light_Load
2.81,5.33,0.0,46.64,100.0,Weekend,Sunday,Light_Load
2.63,5.47,0.0,43.33,100.0,Weekday,Monday,Light_Load
3.06,3.92,0.0,61.53,100.0,Weekend,Sunday,Light_Load
4.21,0.0,25.81,100.0,16.1,Weekday,Monday,Medium_Load
3.92,0.0,17.17,100.0,22.26,Weekday,Wednesday,Medium_Load
83.99,30.71,0.0,93.92,100.0,Weekday,Thursday,Maximum_Load
56.7,29.23,0.0,88.88,100.0,Weekday,Friday,Medium_Load
20.16,1.01,13.0,99.87,84.04,Weekday,Thursday,Medium_Load
4.32,0.11,13.0,99.97,31.54,Weekday,Monday,Medium_Load
5.47,0.0,26.96,100.0,19.88,Weekday,Thursday,Medium_Load
2.95,0.0,16.74,100.0,17.36,Weekend,Saturday,Light_Load
21.92,0.94,9.94,99.91,91.07,Weekend,Saturday,Maximum_Load
3.02,0.0,17.1,100.0,17.39,Weekend,Sunday,Medium_Load
39.38,3.74,1.12,99.55,99.96,Weekday,Wednesday,Medium_Load
4.03,0.0,16.2,100.0,24.14,Weekend,Sunday,Light_Load
4.03,0.0,20.95,100.0,18.89,Weekend,Sunday,Light_Load
3.67,3.85,0.0,69.0,100.0,Weekday,Friday,Light_Load
3.82,0.0,23.58,100.0,15.99,Weekend,Sunday,Light_Load
48.02,22.68,0.0,90.42,100.0,Weekday,Tuesday,Maximum_Load
3.64,0.0,16.99,100.0,20.95,Weekend,Sunday,Light_Load
3.35,0.0,17.6,100.0,18.7,Weekday,Thursday,Light_Load
5.83,3.13,0.22,88.11,99.93,Weekday,Wednesday,Light_Load
3.64,6.34,0.0,49.79,100.0,Weekday,Friday,Light_Load
103.03,40.03,0.0,93.21,100.0,Weekend,Saturday,Maximum_Load
